MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup
2.1192870596019593,41.0,0.1431818181818182,0.9767441860465117,5.7745515455444085,0.391304347826087
2.11642417527737,21.0,0.1603042682067897,1.0289330922242315,7.783640596221253,0.4739691795085381
1.9820216379722526,52.0,0.12065439672801635,0.931578947368421,6.206575926724928,0.35685483870967744
1.7304335599003393,52.0,0.1718995290423862,0.9319148936170213,6.324358962381311,0.3924731182795699
1.3470856478946098,52.0,0.15918869084204057,0.9249999999999999,6.336825731146441,0.45840707964601773
1.3954522989046563,52.0,0.2100108813928183,0.9061032863849766,6.023447592961033,0.46731234866828086
1.2972172155351653,52.0,0.20276134122287967,1.0511247443762781,6.9975959829819265,0.46983546617915906
1.1378330018213911,52.0,0.20844072164948452,0.9417758369723435,7.053585727193677,0.5592048401037165
0.7325601829167804,42.0,0.23287671232876714,0.8947368421052632,7.095064377287131,0.4933665008291874
1.3059516084373521,52.0,0.20118343195266272,1.00990099009901,7.346655163176539,0.4603481624758221
1.1641190908702292,52.0,0.18256130790190736,0.9262672811059907,6.813444599510896,0.4417582417582418
1.1849428784191305,52.0,0.20953468455609478,0.976063829787234,7.315883504509785,0.488031914893617
1.1233049012584813,52.0,0.18787635487755922,0.9873417721518988,7.001245622069476,0.4262295081967213
0.9834258788589922,52.0,0.25,0.9109947643979058,5.84354441703136,0.5043478260869565
0.6506049572942703,52.0,0.2345819144911086,0.9904153354632587,7.10002716662926,0.5115511551155115
0.7537718023763802,50.0,0.23571428571428574,0.9328621908127208,6.546785410760524,0.3787661406025825
1.0206507471983979,52.0,0.1683621566632757,0.9538904899135446,6.675823221634848,0.41740226986128626
0.7515104238568603,52.0,0.246742671009772,1.0341296928327643,6.473890696352274,0.46759259259259256
0.688687249837852,50.0,0.18713711478338543,0.9208791208791208,6.897704943128636,0.42323232323232324
0.9567798710042006,52.0,0.1829673985362608,0.9228187919463087,6.536691597591305,0.39855072463768115
0.3058657428854096,40.0,0.2210386151797603,0.9021739130434783,6.013715156042802,0.4058679706601467
0.5385380623325264,42.0,0.22330689444783405,0.9972752043596731,6.834108738813838,0.3939720129171152
0.5452270504833231,52.0,0.1962233169129721,0.8835489833641406,6.922643891475888,0.470935960591133
0.7796000682901444,52.0,0.19253554502369666,0.9643916913946589,6.748759547491679,0.38100820633059784
0.9555114450274363,52.0,0.1897482014388489,0.9656750572082379,6.913737350659685,0.41948310139165007
0.8770508185365514,41.0,0.22242990654205608,0.9674796747967479,5.75890177387728,0.3753943217665615
0.9000393912881047,49.0,0.21150442477876105,0.9795081967213115,6.408528791059498,0.39373970345963755
0.5922212619699848,52.0,0.20916754478398314,0.9429928741092638,7.004881989712859,0.3602540834845735
0.49615858672258684,50.0,0.22718539865513931,0.9613821138211383,7.030857476116121,0.41821396993810783
0.5232481437645479,52.0,0.21262002743484226,0.96875,5.978885764901122,0.3924050632911392
